bucket,count,date
40,566,2016-05-05-23
50,511,2016-05-05-23
60,404,2016-05-05-23
70,356,2016-05-05-23
80,278,2016-05-05-23
90,254,2016-05-05-23
100,1939,2016-05-05-23
200,1438,2016-05-05-23
300,1080,2016-05-05-23
400,379,2016-05-05-23
500,190,2016-05-05-23
600,141,2016-05-05-23
700,97,2016-05-05-23
800,78,2016-05-05-23
900,62,2016-05-05-23
1000,225,2016-05-05-23
2000,97,2016-05-05-23
3000,41,2016-05-05-23
4000,32,2016-05-05-23
5000,20,2016-05-05-23
6000,14,2016-05-05-23
7000,12,2016-05-05-23
8000,7,2016-05-05-23
9000,5,2016-05-05-23
1,0,2016-05-07-16
2,1,2016-05-07-16
3,0,2016-05-07-16
4,0,2016-05-07-16
5,1,2016-05-07-16
6,5,2016-05-07-16
7,2,2016-05-07-16
8,7,2016-05-07-16
9,5,2016-05-07-16
10,192,2016-05-07-16
20,383,2016-05-07-16
30,574,2016-05-07-16
40,584,2016-05-07-16
50,469,2016-05-07-16
60,366,2016-05-07-16
70,331,2016-05-07-16
80,281,2016-05-07-16
90,190,2016-05-07-16
100,1902,2016-05-07-16
200,1462,2016-05-07-16
300,1194,2016-05-07-16
400,385,2016-05-07-16
500,248,2016-05-07-16
600,142,2016-05-07-16
700,99,2016-05-07-16
800,76,2016-05-07-16
900,53,2016-05-07-16
1000,278,2016-05-07-16
2000,93,2016-05-07-16
3000,42,2016-05-07-16
4000,26,2016-05-07-16
5000,22,2016-05-07-16
6000,18,2016-05-07-16
7000,8,2016-05-07-16
8000,11,2016-05-07-16
9000,6,2016-05-07-16
1,0,2016-05-09-03
2,0,2016-05-09-03
3,1,2016-05-09-03
4,0,2016-05-09-03
5,1,2016-05-09-03
6,1,2016-05-09-03
7,4,2016-05-09-03
8,5,2016-05-09-03
9,2,2016-05-09-03
10,100,2016-05-09-03
20,520,2016-05-09-03
30,835,2016-05-09-03
40,722,2016-05-09-03
50,624,2016-05-09-03
60,405,2016-05-09-03
70,334,2016-05-09-03
80,299,2016-05-09-03
90,232,2016-05-09-03
100,1865,2016-05-09-03
200,1456,2016-05-09-03
300,1041,2016-05-09-03
400,327,2016-05-09-03
500,204,2016-05-09-03
600,138,2016-05-09-03
700,97,2016-05-09-03
800,61,2016-05-09-03
900,57,2016-05-09-03
1000,220,2016-05-09-03
2000,87,2016-05-09-03
3000,34,2016-05-09-03
4000,22,2016-05-09-03
5000,18,2016-05-09-03
6000,16,2016-05-09-03
7000,7,2016-05-09-03
8000,7,2016-05-09-03
9000,7,2016-05-09-03
1,0,2016-05-06-03
2,0,2016-05-06-03
3,1,2016-05-06-03
4,2,2016-05-06-03
5,1,2016-05-06-03
6,2,2016-05-06-03
7,4,2016-05-06-03
8,9,2016-05-06-03
9,9,2016-05-06-03
10,114,2016-05-06-03
20,361,2016-05-06-03
30,665,2016-05-06-03
40,598,2016-05-06-03
50,487,2016-05-06-03
60,338,2016-05-06-03
70,305,2016-05-06-03
80,243,2016-05-06-03
90,244,2016-05-06-03
100,1888,2016-05-06-03
200,1536,2016-05-06-03
300,1237,2016-05-06-03
400,422,2016-05-06-03
500,241,2016-05-06-03
600,135,2016-05-06-03
700,86,2016-05-06-03
800,74,2016-05-06-03
900,60,2016-05-06-03
1000,248,2016-05-06-03
2000,94,2016-05-06-03
3000,47,2016-05-06-03
4000,18,2016-05-06-03
5000,17,2016-05-06-03
6000,15,2016-05-06-03
7000,11,2016-05-06-03
8000,9,2016-05-06-03
9000,4,2016-05-06-03
1,1,2016-05-06-05
2,0,2016-05-06-05
3,0,2016-05-06-05
4,0,2016-05-06-05
5,1,2016-05-06-05
6,3,2016-05-06-05
7,3,2016-05-06-05
8,0,2016-05-06-05
9,0,2016-05-06-05
10,75,2016-05-06-05
20,156,2016-05-06-05
30,234,2016-05-06-05
40,219,2016-05-06-05
50,143,2016-05-06-05
60,228,2016-05-06-05
70,269,2016-05-06-05
80,306,2016-05-06-05
90,258,2016-05-06-05
100,3508,2016-05-06-05
200,1551,2016-05-06-05
300,1233,2016-05-06-05
400,376,2016-05-06-05
500,207,2016-05-06-05
600,128,2016-05-06-05
700,96,2016-05-06-05
800,57,2016-05-06-05
900,50,2016-05-06-05
1000,205,2016-05-06-05
2000,68,2016-05-06-05
3000,27,2016-05-06-05
4000,17,2016-05-06-05
5000,11,2016-05-06-05
6000,4,2016-05-06-05
7000,8,2016-05-06-05
8000,7,2016-05-06-05
9000,6,2016-05-06-05
1,0,2016-05-06-01
2,0,2016-05-06-01
3,1,2016-05-06-01
4,0,2016-05-06-01
5,0,2016-05-06-01
6,1,2016-05-06-01
7,0,2016-05-06-01
8,3,2016-05-06-01
9,10,2016-05-06-01
10,132,2016-05-06-01
20,450,2016-05-06-01
30,834,2016-05-06-01
40,749,2016-05-06-01
50,659,2016-05-06-01
60,475,2016-05-06-01
70,380,2016-05-06-01
80,302,2016-05-06-01
90,236,2016-05-06-01
100,1764,2016-05-06-01
200,1357,2016-05-06-01
300,1045,2016-05-06-01
400,378,2016-05-06-01
500,196,2016-05-06-01
600,150,2016-05-06-01
700,94,2016-05-06-01
800,75,2016-05-06-01
900,57,2016-05-06-01
1000,234,2016-05-06-01
2000,68,2016-05-06-01
3000,29,2016-05-06-01
4000,21,2016-05-06-01
5000,23,2016-05-06-01
6000,22,2016-05-06-01
7000,10,2016-05-06-01
8000,5,2016-05-06-01
9000,8,2016-05-06-01
1,0,2016-05-06-06
2,0,2016-05-06-06
3,0,2016-05-06-06
4,0,2016-05-06-06
5,1,2016-05-06-06
6,1,2016-05-06-06
7,2,2016-05-06-06
8,2,2016-05-06-06
9,3,2016-05-06-06
10,84,2016-05-06-06
20,321,2016-05-06-06
30,415,2016-05-06-06
40,387,2016-05-06-06
50,322,2016-05-06-06
60,248,2016-05-06-06
70,222,2016-05-06-06
80,186,2016-05-06-06
90,185,2016-05-06-06
100,2238,2016-05-06-06
200,1688,2016-05-06-06
300,1494,2016-05-06-06
400,479,2016-05-06-06
500,240,2016-05-06-06
600,136,2016-05-06-06
700,115,2016-05-06-06
800,97,2016-05-06-06
900,46,2016-05-06-06
1000,233,2016-05-06-06
2000,109,2016-05-06-06
3000,40,2016-05-06-06
4000,32,2016-05-06-06
5000,14,2016-05-06-06
6000,15,2016-05-06-06
7000,6,2016-05-06-06
8000,6,2016-05-06-06
9000,3,2016-05-06-06
1,0,2016-05-06-08
2,0,2016-05-06-08
3,0,2016-05-06-08
4,3,2016-05-06-08
5,2,2016-05-06-08
6,4,2016-05-06-08
7,6,2016-05-06-08
8,4,2016-05-06-08
9,10,2016-05-06-08
10,191,2016-05-06-08
20,285,2016-05-06-08
30,356,2016-05-06-08
40,353,2016-05-06-08
50,312,2016-05-06-08
60,249,2016-05-06-08
70,220,2016-05-06-08
80,155,2016-05-06-08
90,146,2016-05-06-08
100,2101,2016-05-06-08
200,1696,2016-05-06-08
300,1352,2016-05-06-08
400,444,2016-05-06-08
500,253,2016-05-06-08
600,153,2016-05-06-08
700,107,2016-05-06-08
800,64,2016-05-06-08
900,62,2016-05-06-08
1000,258,2016-05-06-08
2000,114,2016-05-06-08
3000,43,2016-05-06-08
4000,26,2016-05-06-08
5000,24,2016-05-06-08
6000,13,2016-05-06-08
7000,4,2016-05-06-08
8000,8,2016-05-06-08
9000,5,2016-05-06-08
1,0,2016-05-06-09
2,0,2016-05-06-09
3,1,2016-05-06-09
4,4,2016-05-06-09
5,2,2016-05-06-09
6,6,2016-05-06-09
7,5,2016-05-06-09
8,6,2016-05-06-09
9,3,2016-05-06-09
10,190,2016-05-06-09
20,280,2016-05-06-09
30,380,2016-05-06-09
40,408,2016-05-06-09
50,319,2016-05-06-09
60,257,2016-05-06-09
70,187,2016-05-06-09
80,182,2016-05-06-09
90,158,2016-05-06-09
100,2217,2016-05-06-09
200,1640,2016-05-06-09
300,1314,2016-05-06-09
400,425,2016-05-06-09
500,219,2016-05-06-09
600,151,2016-05-06-09
700,103,2016-05-06-09
800,89,2016-05-06-09
900,58,2016-05-06-09
1000,235,2016-05-06-09
2000,103,2016-05-06-09
3000,37,2016-05-06-09
4000,30,2016-05-06-09
5000,11,2016-05-06-09
6000,12,2016-05-06-09
7000,10,2016-05-06-09
8000,10,2016-05-06-09
9000,16,2016-05-06-09
1,0,2016-05-06-00
2,1,2016-05-06-00
3,0,2016-05-06-00
4,1,2016-05-06-00
5,1,2016-05-06-00
6,0,2016-05-06-00
7,6,2016-05-06-00
8,8,2016-05-06-00
9,2,2016-05-06-00
10,141,2016-05-06-00
20,380,2016-05-06-00
30,785,2016-05-06-00
40,644,2016-05-06-00
50,555,2016-05-06-00
60,429,2016-05-06-00
70,366,2016-05-06-00
80,283,2016-05-06-00
90,188,2016-05-06-00
100,1868,2016-05-06-00
200,1360,2016-05-06-00
300,986,2016-05-06-00
400,357,2016-05-06-00
500,188,2016-05-06-00
600,138,2016-05-06-00
700,89,2016-05-06-00
800,77,2016-05-06-00
900,59,2016-05-06-00
1000,238,2016-05-06-00
2000,108,2016-05-06-00
3000,42,2016-05-06-00
4000,26,2016-05-06-00
5000,22,2016-05-06-00
6000,14,2016-05-06-00
7000,9,2016-05-06-00
8000,8,2016-05-06-00
9000,6,2016-05-06-00
1,0,2016-05-08-09
2,0,2016-05-08-09
3,0,2016-05-08-09
4,0,2016-05-08-09
5,1,2016-05-08-09
6,2,2016-05-08-09
7,3,2016-05-08-09
8,6,2016-05-08-09
9,10,2016-05-08-09
10,256,2016-05-08-09
20,362,2016-05-08-09
30,413,2016-05-08-09
40,439,2016-05-08-09
50,331,2016-05-08-09
60,264,2016-05-08-09
70,194,2016-05-08-09
80,155,2016-05-08-09
90,116,2016-05-08-09
100,2110,2016-05-08-09
200,1724,2016-05-08-09
300,1290,2016-05-08-09
400,388,2016-05-08-09
500,229,2016-05-08-09
600,143,2016-05-08-09
700,111,2016-05-08-09
800,94,2016-05-08-09
900,66,2016-05-08-09
1000,237,2016-05-08-09
2000,102,2016-05-08-09
3000,34,2016-05-08-09
4000,30,2016-05-08-09
5000,14,2016-05-08-09
6000,14,2016-05-08-09
7000,8,2016-05-08-09
8000,6,2016-05-08-09
9000,7,2016-05-08-09
1,0,2016-05-06-11
2,0,2016-05-06-11
3,1,2016-05-06-11
4,2,2016-05-06-11
5,4,2016-05-06-11
6,1,2016-05-06-11
7,0,2016-05-06-11
8,8,2016-05-06-11
9,6,2016-05-06-11
10,150,2016-05-06-11
20,328,2016-05-06-11
30,423,2016-05-06-11
40,436,2016-05-06-11
50,447,2016-05-06-11
60,334,2016-05-06-11
70,240,2016-05-06-11
80,213,2016-05-06-11
90,180,2016-05-06-11
100,2027,2016-05-06-11
200,1523,2016-05-06-11
300,1226,2016-05-06-11
400,395,2016-05-06-11
500,243,2016-05-06-11
600,155,2016-05-06-11
700,110,2016-05-06-11
800,83,2016-05-06-11
900,58,2016-05-06-11
1000,291,2016-05-06-11
2000,135,2016-05-06-11
3000,56,2016-05-06-11
4000,39,2016-05-06-11
5000,21,2016-05-06-11
6000,11,2016-05-06-11
7000,12,2016-05-06-11
8000,8,2016-05-06-11
9000,16,2016-05-06-11
1,0,2016-05-06-14
2,0,2016-05-06-14
3,0,2016-05-06-14
4,1,2016-05-06-14
5,4,2016-05-06-14
6,4,2016-05-06-14
7,7,2016-05-06-14
8,5,2016-05-06-14
9,10,2016-05-06-14
10,169,2016-05-06-14
20,370,2016-05-06-14
30,460,2016-05-06-14
40,441,2016-05-06-14
50,383,2016-05-06-14
60,381,2016-05-06-14
70,304,2016-05-06-14
80,205,2016-05-06-14
90,200,2016-05-06-14
100,1937,2016-05-06-14
200,1462,2016-05-06-14
300,1167,2016-05-06-14
400,375,2016-05-06-14
500,239,2016-05-06-14
600,149,2016-05-06-14
700,102,2016-05-06-14
800,83,2016-05-06-14
900,59,2016-05-06-14
1000,245,2016-05-06-14
2000,98,2016-05-06-14
3000,48,2016-05-06-14
4000,41,2016-05-06-14
5000,24,2016-05-06-14
6000,14,2016-05-06-14
7000,9,2016-05-06-14
8000,8,2016-05-06-14
9000,4,2016-05-06-14
1,0,2016-05-06-04
2,0,2016-05-06-04
3,0,2016-05-06-04
4,0,2016-05-06-04
5,0,2016-05-06-04
6,0,2016-05-06-04
7,1,2016-05-06-04
8,2,2016-05-06-04
9,0,2016-05-06-04
10,46,2016-05-06-04
20,122,2016-05-06-04
30,190,2016-05-06-04
40,169,2016-05-06-04
50,177,2016-05-06-04
60,250,2016-05-06-04
70,320,2016-05-06-04
80,392,2016-05-06-04
90,342,2016-05-06-04
100,3691,2016-05-06-04
200,1513,2016-05-06-04
300,1290,2016-05-06-04
400,396,2016-05-06-04
500,230,2016-05-06-04
600,133,2016-05-06-04
700,87,2016-05-06-04
800,62,2016-05-06-04
900,34,2016-05-06-04
1000,175,2016-05-06-04
2000,59,2016-05-06-04
3000,30,2016-05-06-04
4000,23,2016-05-06-04
5000,13,2016-05-06-04
6000,10,2016-05-06-04
7000,8,2016-05-06-04
8000,10,2016-05-06-04
9000,3,2016-05-06-04
1,0,2016-05-06-15
2,0,2016-05-06-15
3,0,2016-05-06-15
4,3,2016-05-06-15
5,4,2016-05-06-15
6,4,2016-05-06-15
7,6,2016-05-06-15
8,6,2016-05-06-15
9,11,2016-05-06-15
10,185,2016-05-06-15
20,362,2016-05-06-15
30,514,2016-05-06-15
40,512,2016-05-06-15
50,434,2016-05-06-15
60,349,2016-05-06-15
70,307,2016-05-06-15
80,239,2016-05-06-15
90,195,2016-05-06-15
100,1911,2016-05-06-15
200,1447,2016-05-06-15
300,1235,2016-05-06-15
400,400,2016-05-06-15
500,233,2016-05-06-15
600,129,2016-05-06-15
700,93,2016-05-06-15
800,77,2016-05-06-15
900,62,2016-05-06-15
1000,278,2016-05-06-15
2000,90,2016-05-06-15
3000,37,2016-05-06-15
4000,35,2016-05-06-15
5000,17,2016-05-06-15
6000,22,2016-05-06-15
7000,11,2016-05-06-15
8000,13,2016-05-06-15
9000,3,2016-05-06-15
1,0,2016-05-06-16
2,0,2016-05-06-16
3,0,2016-05-06-16
4,3,2016-05-06-16
5,1,2016-05-06-16
6,2,2016-05-06-16
7,4,2016-05-06-16
8,10,2016-05-06-16
9,9,2016-05-06-16
10,206,2016-05-06-16
20,376,2016-05-06-16
30,501,2016-05-06-16
40,453,2016-05-06-16
50,397,2016-05-06-16
60,336,2016-05-06-16
70,309,2016-05-06-16
80,228,2016-05-06-16
90,187,2016-05-06-16
100,1838,2016-05-06-16
200,1454,2016-05-06-16
300,1230,2016-05-06-16
400,406,2016-05-06-16
500,221,2016-05-06-16
600,153,2016-05-06-16
700,104,2016-05-06-16
800,72,2016-05-06-16
900,63,2016-05-06-16
1000,286,2016-05-06-16
2000,99,2016-05-06-16
3000,51,2016-05-06-16
4000,33,2016-05-06-16
5000,21,2016-05-06-16
6000,21,2016-05-06-16
7000,9,2016-05-06-16
8000,8,2016-05-06-16
9000,5,2016-05-06-16
1,0,2016-05-07-05
2,0,2016-05-07-05
3,1,2016-05-07-05
4,0,2016-05-07-05
5,1,2016-05-07-05
6,0,2016-05-07-05
7,3,2016-05-07-05
8,2,2016-05-07-05
9,3,2016-05-07-05
10,133,2016-05-07-05
20,320,2016-05-07-05
30,538,2016-05-07-05
40,522,2016-05-07-05
50,439,2016-05-07-05
60,306,2016-05-07-05
70,304,2016-05-07-05
80,239,2016-05-07-05
90,199,2016-05-07-05
100,1989,2016-05-07-05
200,1554,2016-05-07-05
300,1210,2016-05-07-05
400,385,2016-05-07-05
500,251,2016-05-07-05
600,161,2016-05-07-05
700,100,2016-05-07-05
800,88,2016-05-07-05
900,50,2016-05-07-05
1000,232,2016-05-07-05
2000,86,2016-05-07-05
3000,38,2016-05-07-05
4000,30,2016-05-07-05
5000,16,2016-05-07-05
6000,14,2016-05-07-05
7000,8,2016-05-07-05
8000,8,2016-05-07-05
9000,4,2016-05-07-05
1,0,2016-05-06-19
2,0,2016-05-06-19
3,0,2016-05-06-19
4,2,2016-05-06-19
5,1,2016-05-06-19
6,1,2016-05-06-19
7,6,2016-05-06-19
8,6,2016-05-06-19
9,9,2016-05-06-19
10,235,2016-05-06-19
20,427,2016-05-06-19
30,578,2016-05-06-19
40,471,2016-05-06-19
50,463,2016-05-06-19
60,366,2016-05-06-19
70,323,2016-05-06-19
80,236,2016-05-06-19
90,204,2016-05-06-19
100,1963,2016-05-06-19
200,1494,2016-05-06-19
300,1168,2016-05-06-19
400,403,2016-05-06-19
500,259,2016-05-06-19
600,144,2016-05-06-19
700,119,2016-05-06-19
800,66,2016-05-06-19
900,72,2016-05-06-19
1000,283,2016-05-06-19
2000,95,2016-05-06-19
3000,42,2016-05-06-19
4000,30,2016-05-06-19
5000,20,2016-05-06-19
6000,14,2016-05-06-19
7000,15,2016-05-06-19
8000,12,2016-05-06-19
9000,7,2016-05-06-19
1,0,2016-05-12-18
2,0,2016-05-12-18
3,0,2016-05-12-18
4,2,2016-05-12-18
5,3,2016-05-12-18
6,3,2016-05-12-18
7,4,2016-05-12-18
8,9,2016-05-12-18
9,5,2016-05-12-18
10,232,2016-05-12-18
20,388,2016-05-12-18
30,500,2016-05-12-18
40,497,2016-05-12-18
50,433,2016-05-12-18
60,358,2016-05-12-18
70,301,2016-05-12-18
80,246,2016-05-12-18
90,199,2016-05-12-18
100,2035,2016-05-12-18
200,1469,2016-05-12-18
300,1203,2016-05-12-18
400,397,2016-05-12-18
500,226,2016-05-12-18
600,138,2016-05-12-18
700,89,2016-05-12-18
800,89,2016-05-12-18
900,55,2016-05-12-18
1000,264,2016-05-12-18
2000,87,2016-05-12-18
3000,38,2016-05-12-18
4000,30,2016-05-12-18
5000,23,2016-05-12-18
6000,16,2016-05-12-18
7000,9,2016-05-12-18
8000,3,2016-05-12-18
9000,7,2016-05-12-18
1,0,2016-05-11-19
2,0,2016-05-11-19
3,0,2016-05-11-19
4,0,2016-05-11-19
5,3,2016-05-11-19
6,1,2016-05-11-19
7,3,2016-05-11-19
8,8,2016-05-11-19
9,6,2016-05-11-19
10,260,2016-05-11-19
20,475,2016-05-11-19
30,623,2016-05-11-19
40,515,2016-05-11-19
50,473,2016-05-11-19
60,406,2016-05-11-19
70,290,2016-05-11-19
80,218,2016-05-11-19
90,189,2016-05-11-19
100,1985,2016-05-11-19
200,1503,2016-05-11-19
300,1164,2016-05-11-19
400,405,2016-05-11-19
500,259,2016-05-11-19
600,154,2016-05-11-19
700,96,2016-05-11-19
800,95,2016-05-11-19
900,73,2016-05-11-19
1000,264,2016-05-11-19
2000,94,2016-05-11-19
3000,45,2016-05-11-19
4000,31,2016-05-11-19
5000,23,2016-05-11-19
6000,10,2016-05-11-19
7000,9,2016-05-11-19
8000,7,2016-05-11-19
9000,8,2016-05-11-19
1,0,2016-05-06-07
2,0,2016-05-06-07
3,0,2016-05-06-07
4,1,2016-05-06-07
5,4,2016-05-06-07
6,4,2016-05-06-07
7,5,2016-05-06-07
8,6,2016-05-06-07
9,12,2016-05-06-07
10,220,2016-05-06-07
20,314,2016-05-06-07
30,405,2016-05-06-07
40,389,2016-05-06-07
50,328,2016-05-06-07
60,242,2016-05-06-07
70,225,2016-05-06-07
80,177,2016-05-06-07
90,153,2016-05-06-07
100,2148,2016-05-06-07
200,1668,2016-05-06-07
300,1403,2016-05-06-07
400,446,2016-05-06-07
500,232,2016-05-06-07
600,134,2016-05-06-07
700,110,2016-05-06-07
800,74,2016-05-06-07
900,73,2016-05-06-07
1000,257,2016-05-06-07
2000,115,2016-05-06-07
3000,46,2016-05-06-07
4000,36,2016-05-06-07
5000,17,2016-05-06-07
6000,14,2016-05-06-07
7000,11,2016-05-06-07
8000,11,2016-05-06-07
9000,2,2016-05-06-07
1,0,2016-05-09-20
2,0,2016-05-09-20
3,0,2016-05-09-20
4,1,2016-05-09-20
5,0,2016-05-09-20
6,4,2016-05-09-20
7,3,2016-05-09-20
8,7,2016-05-09-20
9,10,2016-05-09-20
10,266,2016-05-09-20
20,405,2016-05-09-20
30,547,2016-05-09-20
40,488,2016-05-09-20
50,447,2016-05-09-20
60,379,2016-05-09-20
70,307,2016-05-09-20
80,240,2016-05-09-20
90,187,2016-05-09-20
100,2028,2016-05-09-20
200,1565,2016-05-09-20
300,1287,2016-05-09-20
400,423,2016-05-09-20
500,274,2016-05-09-20
600,175,2016-05-09-20
700,128,2016-05-09-20
800,99,2016-05-09-20
900,60,2016-05-09-20
1000,292,2016-05-09-20
2000,97,2016-05-09-20
3000,51,2016-05-09-20
4000,20,2016-05-09-20
5000,19,2016-05-09-20
6000,19,2016-05-09-20
7000,12,2016-05-09-20
8000,4,2016-05-09-20
9000,11,2016-05-09-20
1,0,2016-05-06-21
2,0,2016-05-06-21
3,0,2016-05-06-21
4,2,2016-05-06-21
5,1,2016-05-06-21
6,2,2016-05-06-21
7,3,2016-05-06-21
8,4,2016-05-06-21
9,9,2016-05-06-21
10,197,2016-05-06-21
20,436,2016-05-06-21
30,604,2016-05-06-21
40,523,2016-05-06-21
50,455,2016-05-06-21
60,365,2016-05-06-21
70,307,2016-05-06-21
80,242,2016-05-06-21
90,168,2016-05-06-21
100,1946,2016-05-06-21
200,1511,2016-05-06-21
300,1155,2016-05-06-21
400,391,2016-05-06-21
500,213,2016-05-06-21
600,141,2016-05-06-21
700,93,2016-05-06-21
800,80,2016-05-06-21
900,64,2016-05-06-21
1000,279,2016-05-06-21
2000,86,2016-05-06-21
3000,41,2016-05-06-21
4000,30,2016-05-06-21
5000,15,2016-05-06-21
6000,18,2016-05-06-21
7000,10,2016-05-06-21
8000,12,2016-05-06-21
9000,9,2016-05-06-21
1,0,2016-05-07-22
2,0,2016-05-07-22
3,0,2016-05-07-22
4,1,2016-05-07-22
5,4,2016-05-07-22
6,1,2016-05-07-22
7,3,2016-05-07-22
8,7,2016-05-07-22
9,11,2016-05-07-22
10,209,2016-05-07-22
20,429,2016-05-07-22
30,609,2016-05-07-22
40,547,2016-05-07-22
50,443,2016-05-07-22
60,438,2016-05-07-22
70,290,2016-05-07-22
80,259,2016-05-07-22
90,188,2016-05-07-22
100,1982,2016-05-07-22
200,1541,2016-05-07-22
300,1197,2016-05-07-22
400,365,2016-05-07-22
500,222,2016-05-07-22
600,159,2016-05-07-22
700,106,2016-05-07-22
800,73,2016-05-07-22
900,42,2016-05-07-22
1000,270,2016-05-07-22
2000,98,2016-05-07-22
3000,33,2016-05-07-22
4000,34,2016-05-07-22
5000,23,2016-05-07-22
6000,12,2016-05-07-22
7000,9,2016-05-07-22
8000,7,2016-05-07-22
9000,7,2016-05-07-22
1,0,2016-05-12-23
2,0,2016-05-12-23
3,1,2016-05-12-23
4,3,2016-05-12-23
5,0,2016-05-12-23
6,3,2016-05-12-23
7,2,2016-05-12-23
8,8,2016-05-12-23
9,12,2016-05-12-23
10,151,2016-05-12-23
20,385,2016-05-12-23
30,615,2016-05-12-23
40,552,2016-05-12-23
50,505,2016-05-12-23
60,385,2016-05-12-23
70,333,2016-05-12-23
80,264,2016-05-12-23
90,231,2016-05-12-23
100,1913,2016-05-12-23
200,1366,2016-05-12-23
300,1024,2016-05-12-23
400,372,2016-05-12-23
500,227,2016-05-12-23
600,152,2016-05-12-23
700,119,2016-05-12-23
800,59,2016-05-12-23
900,55,2016-05-12-23
1000,248,2016-05-12-23
2000,97,2016-05-12-23
3000,45,2016-05-12-23
4000,31,2016-05-12-23
5000,19,2016-05-12-23
6000,13,2016-05-12-23
7000,10,2016-05-12-23
8000,11,2016-05-12-23
9000,7,2016-05-12-23
1,0,2016-05-06-23
2,0,2016-05-06-23
3,0,2016-05-06-23
4,0,2016-05-06-23
5,2,2016-05-06-23
6,2,2016-05-06-23
7,2,2016-05-06-23
8,3,2016-05-06-23
9,2,2016-05-06-23
10,156,2016-05-06-23
20,419,2016-05-06-23
30,668,2016-05-06-23
40,578,2016-05-06-23
50,505,2016-05-06-23
60,419,2016-05-06-23
70,327,2016-05-06-23
80,296,2016-05-06-23
90,207,2016-05-06-23
100,1952,2016-05-06-23
200,1449,2016-05-06-23
300,1154,2016-05-06-23
400,381,2016-05-06-23
500,201,2016-05-06-23
600,151,2016-05-06-23
700,113,2016-05-06-23
800,73,2016-05-06-23
900,59,2016-05-06-23
1000,245,2016-05-06-23
2000,115,2016-05-06-23
3000,51,2016-05-06-23
4000,33,2016-05-06-23
5000,20,2016-05-06-23
6000,19,2016-05-06-23
7000,4,2016-05-06-23
8000,13,2016-05-06-23
9000,4,2016-05-06-23
1,0,2016-05-08-23
2,0,2016-05-08-23
3,1,2016-05-08-23
4,0,2016-05-08-23
5,2,2016-05-08-23
6,3,2016-05-08-23
7,2,2016-05-08-23
8,5,2016-05-08-23
9,7,2016-05-08-23
10,177,2016-05-08-23
20,429,2016-05-08-23
30,710,2016-05-08-23
40,596,2016-05-08-23
50,556,2016-05-08-23
60,422,2016-05-08-23
70,359,2016-05-08-23
80,257,2016-05-08-23
90,231,2016-05-08-23
100,1880,2016-05-08-23
200,1459,2016-05-08-23
300,1107,2016-05-08-23
400,385,2016-05-08-23
500,223,2016-05-08-23
600,133,2016-05-08-23
700,88,2016-05-08-23
800,81,2016-05-08-23
900,56,2016-05-08-23
1000,228,2016-05-08-23
2000,93,2016-05-08-23
3000,47,2016-05-08-23
4000,26,2016-05-08-23
5000,22,2016-05-08-23
6000,13,2016-05-08-23
7000,5,2016-05-08-23
8000,7,2016-05-08-23
9000,6,2016-05-08-23
1,0,2016-05-07-00
2,0,2016-05-07-00
3,0,2016-05-07-00
4,0,2016-05-07-00
5,2,2016-05-07-00
6,1,2016-05-07-00
7,4,2016-05-07-00
8,9,2016-05-07-00
9,6,2016-05-07-00
10,138,2016-05-07-00
20,389,2016-05-07-00
30,694,2016-05-07-00
40,593,2016-05-07-00
50,533,2016-05-07-00
60,420,2016-05-07-00
70,384,2016-05-07-00
80,295,2016-05-07-00
90,208,2016-05-07-00
100,1907,2016-05-07-00
200,1420,2016-05-07-00
300,1088,2016-05-07-00
400,351,2016-05-07-00
500,193,2016-05-07-00
600,138,2016-05-07-00
700,92,2016-05-07-00
800,71,2016-05-07-00
900,59,2016-05-07-00
1000,241,2016-05-07-00
2000,91,2016-05-07-00
3000,33,2016-05-07-00
4000,33,2016-05-07-00
5000,20,2016-05-07-00
6000,13,2016-05-07-00
7000,15,2016-05-07-00
8000,10,2016-05-07-00
9000,10,2016-05-07-00
1,0,2016-05-07-01
2,0,2016-05-07-01
3,0,2016-05-07-01
4,1,2016-05-07-01
5,2,2016-05-07-01
6,2,2016-05-07-01
7,3,2016-05-07-01
8,5,2016-05-07-01
9,4,2016-05-07-01
10,102,2016-05-07-01
20,432,2016-05-07-01
30,707,2016-05-07-01
40,696,2016-05-07-01
50,587,2016-05-07-01
60,451,2016-05-07-01
70,394,2016-05-07-01
80,253,2016-05-07-01
90,242,2016-05-07-01
100,1865,2016-05-07-01
200,1349,2016-05-07-01
300,1054,2016-05-07-01
400,380,2016-05-07-01
500,231,2016-05-07-01
600,132,2016-05-07-01
700,96,2016-05-07-01
800,64,2016-05-07-01
900,55,2016-05-07-01
1000,252,2016-05-07-01
2000,96,2016-05-07-01
3000,51,2016-05-07-01
4000,24,2016-05-07-01
5000,18,2016-05-07-01
6000,13,2016-05-07-01
7000,10,2016-05-07-01
8000,9,2016-05-07-01
9000,3,2016-05-07-01
1,0,2016-05-07-03
2,0,2016-05-07-03
3,1,2016-05-07-03
4,0,2016-05-07-03
5,0,2016-05-07-03
6,0,2016-05-07-03
7,5,2016-05-07-03
8,3,2016-05-07-03
9,4,2016-05-07-03
10,100,2016-05-07-03
20,428,2016-05-07-03
30,778,2016-05-07-03
40,706,2016-05-07-03
50,614,2016-05-07-03
60,467,2016-05-07-03
70,409,2016-05-07-03
80,271,2016-05-07-03
